Timestamp,Branch,Gender,Programme,year,How many hours of classes do you have in a week?,How frequently do you attend classes?,You are most likely to attend classes during,"How many courses do you have that has mandatory or random attendance, surprise quiz, marks on interaction etc?",How likely are you to attend 2 classes that has gap in between (say a class from 9am - 10am and 11am - 12-pm)?,How frequently have u attended classes before launching of attendance app?,How frequently have u attended classes after launching of attendance app?,When do you wake up usually(weekdays)?,"If your peers aren't attending a class, will you attend that class...If you have friends?",Do you care to attend classes after getting low score in exams?,What is your current CGPA? (ex. 7.73),No.of Courses,No of Classes
4/17/2024 0:11:20,EE/EP/ES/CO,Male,Bachelors,1st,<= 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",2,3,4,4,8:00 am - 9:00 am,Yes,Yes,8.38,1,7
4/17/2024 0:13:23,ME/CH(IC)/CE/MS/BT/BM,Female,Bachelors,2nd,> 12 hours,Almost every class(Lol..Prodigy),Morning (9am - 1pm),6,5,5,5,8:00 am - 9:00 am,Yes,Yes,9.1,4,7
4/17/2024 0:54:55,EE/EP/ES/CO,Female,Bachelors,2nd,<= 12 hours,Almost every class(Lol..Prodigy),Morning (9am - 1pm),2,2,3,4,8:00 am - 9:00 am,Yes,Sometimes,9.11,1,7
4/17/2024 2:53:55,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,2nd,> 12 hours,Between Rarely and Often,Afternoon(2:30 pm - 5:30 pm),4,4,1,3,9:00 am - 10:00 am,No,Sometimes,8.3,4,4
4/17/2024 7:59:46,EE/EP/ES/CO,Male,Bachelors,2nd,> 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",7,5,5,5,7:00 am - 8:00 am,No,Yes,8.5,4,7
4/17/2024 9:44:34,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,3rd,> 12 hours,Often,Afternoon(2:30 pm - 5:30 pm),1,4,3,3,7:00 am - 8:00 am,Yes,Yes,8.4,4,7
4/17/2024 9:52:05,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,2nd,> 12 hours,Almost every class(Lol..Prodigy),Morning (9am - 1pm),1,5,5,5,7:00 am - 8:00 am,Yes,Yes,8.45,4,7
4/17/2024 16:47:06,CS/AI/MnC,Male,Bachelors,3rd,> 12 hours,Rarely,Evening (5:30 pm or later)  :(,4,1,0,3,6:00 am - 7:00 am,No,No,8.075209742,4,1
4/17/2024 18:56:43,ME/CH(IC)/CE/MS/BT/BM,Male,Research,1st,<= 12 hours,Between Rarely and Often,"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm), Evening (5:30 pm or later)  :(",1,1,5,5,7:00 am - 8:00 am,Yes,Yes,7.1,1,4
4/17/2024 21:21:00,EE/EP/ES/CO,Male,Bachelors,4th,<= 12 hours,Rarely,Afternoon(2:30 pm - 5:30 pm),4,1,0,0,After 10:00 am,No,No,9.858902472,1,1
4/17/2024 22:36:11,CS/AI/MnC,Female,Bachelors,1st,<= 12 hours,Rarely,Morning (9am - 1pm),1,1,1,1,9:00 am - 10:00 am,No,No,9.1,1,1
4/18/2024 4:04:56,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,2nd,> 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",1,1,4,4,9:00 am - 10:00 am,Yes,Yes,8.24,4,7
4/19/2024 17:10:06,EE/EP/ES/CO,Male,Bachelors,4th,> 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",2,5,5,5,7:00 am - 8:00 am,Yes,Sometimes,8.851116729,4,7
